citation_id,source_paragraph,retrieved_paper,retrieved_chunk,retrieved_contexts,relevant,citation_text,reasoning
80,"VII. THE COUPLING BETWEEN CC-OFDM MULTI-BEAMS VII. THE COUPLING BETWEEN CC-OFDM MULTI-BEAMS A. THE COUPLING BETWEEN NEIGHBORING BEAMS A. THE COUPLING BETWEEN NEIGHBORING BEAMS This section analyzes the coupling between beams which are transmitted simultaneously over the same period of sym- bol duration. Analysis is done to the beams transmitted on the ﬁrst symbol period, with the scheduling as described in Table 2. It is necessary to make sure that the coupling between the multi-beam CC-OFDM which are transmitted simultaneously using limited bandwidth are low to avoid the probability of false alarm on radar receiver. In this paper, coupling analysis are done for near broadside and near edge beams (i.e., beams that spatially close to each other) and for co-channel",Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,This paper describes the receiver processing of multi-beam CC-OFDM MIMO Radar which is designed to increase the receive SNR for long-range radar surveillance application.,"["". The summation of outputs from 1) Thispaperdescribesthereceiverprocessingofmulti- individual receive modules across the array provides beam CC-OFDM MIMO Radar which is designed the array gain and serves to increase the receive SNR for long-range radar surveillance application. The for each beam"", ""processed transmit and receive time schedule of CC-OFDM radar is further to obtain the beam information"", "". INDEX TERMS Circulating-codes, Golay-codes, interference, MIMO-radar, multibeam, OFDM-radar, sub-band,surveillance. I. INTRODUCTION Manyradarapplicationsdemandscanningcapabilitytoallow The associate editor coordinating the review of this manuscript and coverage over a range of angular direction, such as those approvingitforpublicationwasXueboZhang . forsurveillance,vehicular,weathermonitoring,imaging,and 2025TheAuthors.ThisworkislicensedunderaCreativeCommonsAttribution4.0License""]",True,The receiver processing of multi-beam CC-OFDM MIMO Radar is designed to enhance the signal-to-noise ratio (SNR) for long-range radar surveillance applications (Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar).,"The retrieved reference discusses the receiver processing of multi-beam CC-OFDM MIMO Radar, which is relevant to the analysis of coupling between beams in radar systems as mentioned in the source paragraph."
81,"beam isolation, the range resolution, the Doppler resolution, those parameters can be modiﬁed and optimized based on the characteristic of the target of interest. Some of the radar speciﬁcations that can be achieved by modifying some of the CC-OFDM waveform parameters are as follows: • The maximum unambiguous range for conventional OFDM radar is mainly limited by the spacing between the OFDM subcarriers. However, one could extend the maximum unambiguous range of the radar by send- ing multiple successive orthogonal CC-OFDM symbols containing orthogonal Golay codes. How many symbols that must be sent will depend on how far the maximum unambiguous range is that the application requires. • The maximum velocity depends on the frequency spac- ing between the OFDM",Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,"Many radar applications demand scanning capability to allow coverage over a range of angular direction, such as those for surveillance, vehicular, weather monitoring, imaging, and 2025.","["". INDEX TERMS Circulating-codes, Golay-codes, interference, MIMO-radar, multibeam, OFDM-radar, sub-band,surveillance. I. INTRODUCTION Manyradarapplicationsdemandscanningcapabilitytoallow The associate editor coordinating the review of this manuscript and coverage over a range of angular direction, such as those approvingitforpublicationwasXueboZhang . forsurveillance,vehicular,weathermonitoring,imaging,and 2025TheAuthors.ThisworkislicensedunderaCreativeCommonsAttribution4.0License"", "". [21] Z. Xu and A. Petropulu, ‘‘A bandwidth efficient dual-function radar communication system based on a MIMO radar using OFDM waveforms,’’ IEEE Trans. Signal Process., vol. 71, pp.401–416, 2023, doi: 10.1109/TSP.2023.3241779. [22] U.B.SaracandG.M.Guvensen,‘‘Knowledge-aidedandadaptivebeamsquintawareMIMO-OFDMradardetectorsforISAC,’’IEEETrans.Commun.,earlyaccess,May8,2025,doi:10.1109/TCOMM.2025.3568219. [23] M. Schurwanz, J. Mietzner, and P. A"", "". In the works on the PMIMO radar in [22]–[29], The evaluation on the detection performance in terms of the improvement in radar performance factors such as theprobabilityofdetectionandtheprobabilityoffalsealarm spatial resolution, parameter identifiability, transmit-receive reportedhereinisanextensionofstudyby[32].Theseparam(T-R)gain,andsignal-to-interference-plus-noisepowerratio etersareevaluatedbasedonseveralaspectssuchastheeffect (SINR)hasbeenreported.Theresultsofinvestigationsin[29]""]",True,"The scanning capability of radar applications is essential for coverage over various angular directions, which can be optimized through the use of CC-OFDM waveforms (Xu and Petropulu, 2023).","The retrieved reference discusses the scanning capabilities of radar applications, which aligns with the source paragraph's focus on optimizing radar specifications through waveform parameters."
82,"our knowledge, there is no publicly available NER dataset for drone forensic problems yet. We identify and propose six entity types as the tagset in the annotation process. The proposed model achieves a competitive score compared to the state-of-the-art methods, with a 91.146% F1 score. Yet, one of the scenarios achieves high perfor- mance, with a 91.348% F1 score. 2) This work showcases how to utilize speciﬁc evidence data to perform forensic information extraction to assist a forensic investigation, including a simple framework for data extraction and annotation. 3) We propose and investigate cosine similarity as a sub- stitutive of dot-product in the self-attention sub-layer of the Transformer encoder to model contextual depen- dency in a sequence. We also propose",Named entity recognition for drone forensic using bert and distilbert,"S. Silalahi, T. Ahmad, and H. Studiawan, “Named entity recognition for drone forensic using bert and distilbert,” in 2022 International Conference on Data Science and Its Applications (ICoDSA), pp. 53–58,2022.","[""100 80 60 40 20 0 0 10 20 30 40 50 60 70 Epoch )%( ycaruccA [3] S. Silalahi, T. Ahmad, and H. Studiawan, “Named entity recognition for drone forensic using bert and distilbert,” in 2022 International Conference on Data Science and Its Applications (ICoDSA), pp. 53– 58,2022. [4] J. Jeon and J. Kim, “A survey on transformers for long sentences and its application to medical notes,” in 2023 International Conference on Electronics,Information,andCommunication(ICEIC),pp.1–4,2023. [5] A. M. P. Bras¸oveanu and R"", "". Learn., vol. 107, nos. 8–10, include digital forensics and natural language pp.1477–1494,Sep.2018. processing. [44] X. Zhou, Y. Gao, C. Li, and Z. Huang, ‘‘A multiple gradient descent design for multi-task learning on edge computing: Multi-objective machinelearningapproach,’’IEEETrans.Netw.Sci.Eng.,vol.9,no.1, pp.121–133,Jan.2022. [45] S.Silalahi,T.Ahmad,andH.Studiawan,‘‘DroNER:Datasetfordrone namedentityrecognition,’’DataBrief,vol.48,Jun.2023,Art.no.109179""]",True,"Silalahi et al. (2022) proposed a named entity recognition model for drone forensics that utilizes BERT and DistilBERT, achieving competitive performance metrics.","The retrieved reference discusses a named entity recognition model specifically designed for drone forensics, which directly supports the claim in the source paragraph about the lack of publicly available datasets and the proposed model's performance."
83,". According to those case studies, the drone’s controller devices stored valuable data that can be compared to the other artifacts enabling a correlation study between the UAV and the mobile application used to control the drone. Some studies also suggest a technical procedure for drone forensic inquiry. In order to perform an end-to-end analysis from the preparation to the reporting of the ﬁndings, ten procedures proposed by Salamh et al. must be followed. Analyzing the encrypted ﬁles is one of the obstacles in the data collection phase. For the DJI models, encrypted evidentiary data is a certainty. However, sometimes we have no access to the DJI proprietary tools. Therefore, the data must be decrypted without using DJI’s proprietary tool,",Forensic Investigation of Drone Malfunctions with Transformer,"conducted the research to the Transformer technique to forensics of drone malfunctions. reconstruct the actions taken by these drones, identify their owners or operators, and extract data from associated mobile devices.","["". Section III explains the proposed method, applying process. Also, Barton et al. [11] conducted the research to the Transformer technique to forensics of drone malfunctions. reconstruct the actions taken by these drones, identify their InSectionIV,thediscussionofperformancemethod,followed owners or operators, and extract data from associated mobile by conclusions and future works in Section V. devices. In other research in drone forensics, this paper also analyze II"", "". challenges for drone digital forensics investigations,’’ Array, vol. 14, Jul.2022,Art.no.100135. [27] J. Qi, Z. Luan, S. Huang, C. Fung, H. Yang, H. Li, D. Zhu, and D.Qian,‘‘LogEncoder:Log-basedcontrastiverepresentationlearningfor [5] H.Studiawan,G.Grispos,andK.-K.-R.Choo,‘‘Unmannedaerialvehicle anomalydetection,’’IEEETrans.Netw.ServiceManage.,vol.20,no.2, (UAV)forensics:Thegood,thebad,andtheunaddressed,’’Comput.Secur., pp.1378–1391,Jun.2023. vol.132,Sep.2023,Art.no.103340. [28] J. Li, H. He, S. Chen, D"", "". For instance, GPS records can be utilisedtoreconstructandanalysethepathtakenbythedrone duringaflight[2].Thedeviationbetweentheempiricalflight andreconstructedpathscanhappenifthedroneencountersa GPSspoofing[3]. Among the published drone forensics studies, popular worksincludecasestudies,evidenceanalysis,toolsdevelopment, and forensic framework development [5]""]",True,"Barton et al. conducted research on the Transformer technique for drone forensics, focusing on reconstructing drone actions and extracting data from mobile devices, which aligns with the need for analyzing data from UAVs and their controlling applications.","This reference discusses methods for extracting data from mobile devices associated with drones, which directly supports the claim about analyzing data from UAVs and mobile applications mentioned in the source paragraph."
84,"concept of concatenating the word’s vector representation with the Bidirectional Long Short-Term Memory (LSTM) layer output. The Conditional Random Field (CRF) layer is 3260 VOLUME 11, 2023 S. Silalahi et al.: Transformer-Based NER on Drone Flight Logs to Support Forensic Investigation used to decode the concatenated output since it can determine how the sequence labels relate to one another. Most of the work involved in implementing deep learning models is predominantly spent on ﬁguring out how to prepare adequate input representations. Most often, word embedding techniques like GloVe , Word2vec , BERT , and ELMo are used to learn the input representation. Pre- trained language models, such as BERT and ELMo, can generate contextualized representational vectors after going through a",Named entity recognition for drone forensic using bert and distilbert,"S. Silalahi, T. Ahmad, and H. Studiawan, “Named entity recognition for drone forensic using bert and distilbert,” in 2022 International Conference on Data Science and Its Applications (ICoDSA), pp. 53– 58,2022.","[""100 80 60 40 20 0 0 10 20 30 40 50 60 70 Epoch )%( ycaruccA [3] S. Silalahi, T. Ahmad, and H. Studiawan, “Named entity recognition for drone forensic using bert and distilbert,” in 2022 International Conference on Data Science and Its Applications (ICoDSA), pp. 53– 58,2022. [4] J. Jeon and J. Kim, “A survey on transformers for long sentences and its application to medical notes,” in 2023 International Conference on Electronics,Information,andCommunication(ICEIC),pp.1–4,2023. [5] A. M. P. Bras¸oveanu and R"", "". 207–212. doi: 9 safe to walk the i fiets do be syour a 45 0.4898 10.18653/v1/P16-2034. streets in the evening hese [8] Z. Huang, W. Xu, and K. Yu, “Bidirectional LSTM-CRF Models 10 i am allergic to bees what o kay o 37 0.4995 for Sequence Tagging,” Aug. 2015. and peanuts sthogsediates [9] Y. Zhu and G. Wang, “CAN-NER: Convolutional Attention Network for Chinese Named Entity Recognition,” in Proceedings V"", "". CONCLUSION remains untested as the training dataset contains only log This paper investigates utilising a multitask learning messages acquired from 82 drone models, mostly from paradigmtoperformmulticlassanomalydetectionondrone DJI. This is one of the main challenges in drone forensics flight log messages. Aligning to the nature of multitask research, where human-readable flight log datasets from learning,weproposetwotargetlabelrepresentations,namely other drone models are unavailable""]",True,"Silalahi et al. (2022) discuss the use of BERT and DistilBERT for named entity recognition in drone forensics, highlighting the importance of effective input representations in deep learning models.","The reference directly addresses the use of BERT in named entity recognition, which aligns with the source paragraph's discussion on word embedding techniques and their role in preparing input representations for deep learning models."
85,"I. INTRODUCTION I. INTRODUCTION The use of drones has become increasingly common in various applications, including aerial photography, surveying, and monitoring. However, drones can also be involved in incidents such as accidents, violations, or even crimes, making it necessary to investigate drone logs as part of forensic investigations. In a forensic investigation, drone logs are essential sources of information that can help investigators reconstruct the events leading up to an incident. Drone logs typically include information such as flight paths, altitude, speed, battery life, sensor data, and other telemetry information . Important analysis of drone logs involves the identification of the most critical pieces of information in the log data and the analysis of how they relate to the incident",Digital forensics for drones: A study of tools and techniques,"the good, the bad, and the unaddressed,” Comput. Secur., vol. 132, Sep. 2023, Art. no. 103340.","["". system(UAS)forensics:Dataextraction&analysis,’’ForensicSci.Int., [28] S.ViswanathanandZ.Baig,‘‘Digitalforensicsfordrones:Astudyoftools Digit.Invest.,vol.41,Jun.2022,Art.no.301379. andtechniques,’’inApplicationsandTechniquesinInformationSecurity, [6] E. Mantas and C. Patsakis, ‘‘GRYPHON: Drone forensics in dataflash L.BatinaandG.Li,Eds.Singapore:Springer,2020,pp.29–41. andtelemetrylogs,’’inAdvancesinInformationandComputerSecurity, [29] M. Debinski, F. Breitinger, and P. Mohan, ‘‘Timeline2GUI: N"", "". challenges for drone digital forensics investigations,’’ Array, vol. 14, Jul.2022,Art.no.100135. [27] J. Qi, Z. Luan, S. Huang, C. Fung, H. Yang, H. Li, D. Zhu, and D.Qian,‘‘LogEncoder:Log-basedcontrastiverepresentationlearningfor [5] H.Studiawan,G.Grispos,andK.-K.-R.Choo,‘‘Unmannedaerialvehicle anomalydetection,’’IEEETrans.Netw.ServiceManage.,vol.20,no.2, (UAV)forensics:Thegood,thebad,andtheunaddressed,’’Comput.Secur., pp.1378–1391,Jun.2023. vol.132,Sep.2023,Art.no.103340. [28] J. Li, H. He, S. Chen, D"", "". For instance, GPS records can be utilisedtoreconstructandanalysethepathtakenbythedrone duringaflight[2].Thedeviationbetweentheempiricalflight andreconstructedpathscanhappenifthedroneencountersa GPSspoofing[3]. Among the published drone forensics studies, popular worksincludecasestudies,evidenceanalysis,toolsdevelopment, and forensic framework development [5]""]",True,"Drone forensics encompasses various challenges and methodologies essential for analyzing flight logs in forensic investigations (Studiawan et al., 2023).","The retrieved reference discusses the challenges and methodologies in drone forensics, which directly supports the claim about the importance of analyzing drone logs in forensic investigations."
86,"perform information extraction from drone flight log data. The result of the research is that BERT and DistilBERT have F1 scores of 98.63% and 95.9%, respectively. Furthermore, Silalahi et al. developed the Transformer using cosine similiarity to discover and extract some incident- related information. Cosine similiarity is used to substitute dot- product in the self-attention mechanism of the Transformer encoder layer. The datasets that were used are drone logs from the DJI Phantom. The purposeful method has an F1 score 91.35% compared with another Transformer model. Other research proposed a method in forensic event re- construction using directed graphs to identify and reconstruct events in a drone or its control station device . The study allows the investigator to find",Transformer-Based Named Entity Recognition on Drone Flight Logs to Support Forensic Investigation,"that the relative attention mechanism is unsuitable for our references, datasets, and domain-specific knowledge, such case since our dataset has a relatively short sequence, with as entity types related to incidents and regions of interest 6.3and8.8wordsinlengthonaverageintrainandtestdata, in drone log messages","[""that the relative attention mechanism is unsuitable for our references, datasets, and domain-specific knowledge, such case since our dataset has a relatively short sequence, with as entity types related to incidents and regions of interest 6.3and8.8wordsinlengthonaverageintrainandtestdata, in drone log messages"", "". DigitalObjectIdentifier10.1109/ACCESS.2023.3234605 Transformer-Based Named Entity Recognition on Drone Flight Logs to Support Forensic Investigation SWARDIANTARASILALAHI ,(Member,IEEE),TOHARIAHMAD ,(Member,IEEE), ANDHUDANSTUDIAWAN,(Member,IEEE) DepartmentofInformatics,InstitutTeknologiSepuluhNopember,Surabaya60111,Indonesia Correspondingauthor:TohariAhmad(tohari@if.its.ac.id) ThisworkwassupportedinpartbytheInstitutTeknologiSepuluhNopember(ITS);andinpartbythePendidikanMagisterMenuju"", ""S.Silalahietal.:Transformer-BasedNERonDroneFlightLogstoSupportForensicInvestigation FIGURE1. Anillustrationofentitytypesinaforensictimelineconstructedfromdroneflightlogdata. In the digital forensic research area, drone forensics is a is no attempt to utilize specific data, in this case, the log quite new research topic. Generally, it is categorized into message, to perform a drone forensic investigation""]",True,"Silalahi et al. noted that the relative attention mechanism is unsuitable for their dataset of drone flight logs, which contains entity types related to incidents averaging 6.3 to 8.8 words in length (Silahai et al., 2023).","The reference directly discusses the dataset used in the research and its characteristics, which aligns with the source paragraph's focus on drone flight log data and incident-related information extraction."
87,"devices at the ground station are merged into a drone super timeline. By using the tool, the investigator will be able to easily analyze the drone accident. B. Drone Forensics Drone forensics is a technique to get, collect, and analyze the data stored in drones to determine the cause of drone incidents. Research has been done to solve various problems arising and improve the performance. Al-Dahqm et al. proposed a forensic framework for drone. The method supports the majority of drone types on the market. The developed framework has three phases. In the preparatory phase, the investigator may analyze all components of the drone and conclude which components were used. Second is the data acquisition phase; the data from the",Transformer-Based Named Entity Recognition on Drone Flight Logs to Support Forensic Investigation,"Forensic investigation is performed upon a drone incident, aiming to uncover the incident scenario, mitigate the risk and report the examination results. Generally, standard drone forensic procedure consists of three stages, i.e., evidence acquisition, evidence analysis, and reporting.","["". For instance, GPS records can be utilisedtoreconstructandanalysethepathtakenbythedrone duringaflight[2].Thedeviationbetweentheempiricalflight andreconstructedpathscanhappenifthedroneencountersa GPSspoofing[3]. Among the published drone forensics studies, popular worksincludecasestudies,evidenceanalysis,toolsdevelopment, and forensic framework development [5]"", "". system(UAS)forensics:Dataextraction&analysis,’’ForensicSci.Int., [28] S.ViswanathanandZ.Baig,‘‘Digitalforensicsfordrones:Astudyoftools Digit.Invest.,vol.41,Jun.2022,Art.no.301379. andtechniques,’’inApplicationsandTechniquesinInformationSecurity, [6] E. Mantas and C. Patsakis, ‘‘GRYPHON: Drone forensics in dataflash L.BatinaandG.Li,Eds.Singapore:Springer,2020,pp.29–41. andtelemetrylogs,’’inAdvancesinInformationandComputerSecurity, [29] M. Debinski, F. Breitinger, and P. Mohan, ‘‘Timeline2GUI: N"", "". ABSTRACT The increase in drone usage by the public brings the number of drone incident and attack up.Sophisticatedpreventivemechanisms,aswellaspost-incidentproceduresandframeworks,areneeded. Forensicinvestigationisperformeduponadroneincident,aimingtouncovertheincidentscenario,mitigate the risk and report the examination results. Generally, standard drone forensic procedure consistsof three stages, i.e., evidence acquisition, evidence analysis, and reporting""]",True,"Standard drone forensic procedures typically involve three stages: evidence acquisition, evidence analysis, and reporting (Transformer-Based Named Entity Recognition on Drone Flight Logs to Support Forensic Investigation).","The retrieved reference directly discusses the standard procedures in drone forensics, which aligns with the source paragraph's mention of a forensic framework with phases for analyzing drone incidents."
88,"drone types on the market. The developed framework has three phases. In the preparatory phase, the investigator may analyze all components of the drone and conclude which components were used. Second is the data acquisition phase; the data from the drone component will be downloaded and stored on the computer. The last phase is the data analysis phase. In this phase, the data is analyzed using different methods to extract and draw conclusions about the causes of drone engine failure . in this phase, Furthermore, Jain et al. proposed a framework for sensor data identification and verification. An analysis of a drone’s architecture and a forensic model with generic features are proposed here in order to enhance the digital investigation",Transformer-Based Named Entity Recognition on Drone Flight Logs to Support Forensic Investigation,"Forensic investigation is performed upon a drone incident, aiming to uncover the incident scenario, mitigate the risk and report the examination results. Generally, standard drone forensic procedure consists of three stages, i.e., evidence acquisition, evidence analysis, and reporting.","["". For instance, GPS records can be utilisedtoreconstructandanalysethepathtakenbythedrone duringaflight[2].Thedeviationbetweentheempiricalflight andreconstructedpathscanhappenifthedroneencountersa GPSspoofing[3]. Among the published drone forensics studies, popular worksincludecasestudies,evidenceanalysis,toolsdevelopment, and forensic framework development [5]"", "". For example, in drone forensics, existing studiesgenerallyconsideranomaliesascontradictorytonormalevents.Inotherwords,alltypesofanomalies are considered equally important. However, the peculiar events experienced by a drone during a flight might contain distinct features indicating the anomalies’ importance or level of urgency. For instance, the message ‘‘Critically low power"", "". ABSTRACT The increase in drone usage by the public brings the number of drone incident and attack up.Sophisticatedpreventivemechanisms,aswellaspost-incidentproceduresandframeworks,areneeded. Forensicinvestigationisperformeduponadroneincident,aimingtouncovertheincidentscenario,mitigate the risk and report the examination results. Generally, standard drone forensic procedure consistsof three stages, i.e., evidence acquisition, evidence analysis, and reporting""]",True,"The standard drone forensic procedure consists of three stages: evidence acquisition, evidence analysis, and reporting (Transformer-Based Named Entity Recognition on Drone Flight Logs to Support Forensic Investigation).","This reference directly supports the source paragraph's claim about the phases of drone forensic investigation, specifically mentioning the same three phases outlined in the source."
89,"organizations improve the reliability, security, and operational efficiency in managing their information technology. , Prema et al use process mining techniques to examine a regional hospital's billing procedure. This study emphasizes how crucial it is to increase the billing process' effectiveness in order to give patients higher-quality care. In this study, data from the finance module of the hospital's ERP system was explored to determine bottleneck activities in the invoice procedure. Using anonymised event logs, this study aims to find causality in the hospital's billing process and identify potential bottleneck activities. Audit with surveys is an effective method for gathering essential information to evaluate a process or system . Using carefully crafted questionnaires, auditors directly collect data from individuals or",Process Mining for Evaluating Hospital Billing System Based on DSS01 Domain COBIT 2019 Framework,"Utilizing these update their methods for obtaining, analyzing, and validating logs in an information system facilitates the creation of an accurate business model thereby generating more effective processes overall.","[""to hospital billing cases. Through this approach, auditors can record, describing the events of specific cases. Utilizing these update their methods for obtaining, analyzing, and validating logs in an information system facilitates the creation of an data based on event logs stored in the information system, accurate business model [13]. thereby generating more effective processes overall. D. Heuristic Miner II. LITERATURE REVIEW Heuristic Miner, a process mining algorithm, is reliable A"", ""Process Mining For Evaluating Hospital Billing System Based On DSS01 Domain COBIT 2019 Framework Muhammad Yusuf Arinal Haq I Nyoman Gde Artadana Mahaputra Department of Informatics Department of Informatics Wardhiana Institut Teknologi Sepuluh Nopember Institut Teknologi Sepuluh Nopember Department of Informatics Surabaya, Indonesia Surabaya, Indonesia Institut Teknologi Sepuluh Nopember 6025231066@student.its.ac.id 6025231064@student.its.ac.id Surabaya, Indonesia 6025231022@student.its.ac.id Riyanarto"", "". PROPOSED METHOD the log files associated with a company's business operations, This section discussed the research workflow illustrated in aimed at better understanding and optimizing each activity Fig. 1. The research stages encompass four critical steps more effectively[8] . From the data obtained, specific patterns involved in managing and analyzing the event log dataset will be identified to provide deeper insights into process within the hospital billing system. These steps are designed to behavior""]",True,"The study highlights that updating methods for obtaining, analyzing, and validating logs in an information system can facilitate the creation of an accurate business model, thereby generating more effective processes overall.","This reference directly supports the source paragraph's claim about improving the effectiveness of the billing process through the analysis of event logs, which aligns with the study's focus on enhancing operational efficiency in hospital billing systems."
90,"baked goods’ quality can be determined by the gas or vapor content. Gas chromatography is the standard instrument for quantitatively and qualitatively analyzing volatile organic compounds (VOCs). This method separates compounds in a mixture by injecting a gas sample into the mobile phase, usually called the carrier gas, and passing the gas through the stationary phase , , . Volatile compounds identified in aldehydes, alcohols, acids, alkanes, and ketones are the main components that contribute VOLUME 12, 2024 2024 The Authors. This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 License. For more information, see 97235 TABLE 1. The ingredients of the cookie. to the cookie flavor . Chemical compounds grouped as hydrocarbons are also released while making and",,,"["". Researchers find this method highly delightful flavor and pleasant aroma but also for its numerous beneficial in establishing a reliable ground truth, enabling the health benefits[1]. One of the most notable factors impacting precise identification of volatile organic compounds. the character of tea is its aroma"", "". I. Sabilla, D. R. Wijaya, D. Sunaryono, and C. Fatichah, approachesfortomatojuices,’’ChemometricIntell.Lab.Syst.,vol.133, ‘‘Electronicnosedatasetforporkadulterationinbeef,’’DataBrief,vol.32, pp.17–24,Apr.2014. Oct.2020,Art.no.106139. [22] S.D.Rodríguez,D.A.Barletta,T.F.Wilderjans,andD.L.Bernik,‘‘Fast [45] F.Pedregosa,G.Varoquaux,A.Gramfort,V.Michel,B.Thirion,O.Grisel, and efficient food quality control using electronic noses: Adulteration M. Blondel, P. Prettenhofer, R. Weiss, V. Dubourg, and J"", "". instrument is around USD 120,000 in 2017 [17], while the cost of testing a sample is about USD 50. In addition, the II. RELATEDWORKS testing process of one sample can take about 1 to 2 days, E-nosecanbeusedforfoodauthenticationandadulteration depending on the complexity of the gases. Another consid- assessment,assummarizedinTABLE1.Researchtodetect erationistheassistanceofapersonwhohasexperiencewith meatadulterationusinganelectronicnosehasdevelopedand operatingtheGC-MSinstruments. is being studied""]",False,,"None of the retrieved references directly discuss gas chromatography or the analysis of volatile organic compounds in baked goods, which is the focus of the source paragraph. The references pertain to electronic nose systems and food authentication, which do not support the specific claims made about gas chromatography in the context of baked goods."
91,"measured the ratio of correct recognition results to the entire dataset. Accuracy = TP + TN TP + FN + TN + FP (11) 2) Precision (12) estimated how many of the positive pre- dictions were correct. Precision = TP TP + FP (12) 3) Recall can also be called Sensitivity (13) calculated how many positive cases the classifier correctly pre- dicted over all the positive instances in the data. Recall = TP TP + FN (13) 4) F1-measure (14) assessed the predictive skill of a model by elaborating on its class-wise performance. F1 − measure = 2 × Precision × Recall Precision + Recall (14) 97240 VOLUME 12, 2024 M. Rivai, D. Aulia: Use of Electronic Nose to Identify",,,"["". E-nose is designed from several thestacked deeplearning methodcanincrease theaccuracy metal-oxide semiconductor gas sensors that are highly ofcyberattacksdetection.Hence,themotivationforthisstudy sensitivetocertaingases.Thenittakesasamplefromsweat canbeformulatedasfollows: in the human axilla and stores the VOCs contained in the 1. Several types of research have used an E-nose to sweat. This device became safer by taking samples through detectdiseases.However,noresearchusedsweatfrom theaxilla[10]"", "". The electronic nose has been without reducing the system’s performance in predicting widely applied in various fields, such as the classification healthypeopleandasthmasuspects.Thispaperisorganized of perfume [6], food quality [7], and diseases in the human as follows. Section I covers the background of this study. body[8],[9]. Section II provides the proposed method and experimenThe volatile compounds in exhaled breath require a dif- tal setup"", "". This data manifested as digital signals, oxygenates necessitating extraction for statistical parameter derivation. others Subsequently, the dataset was inputted into various classification algorithms for predictive outcomes. Assessment of the classification outcomes ensued to ascertain the efficacy the observed samples. To improve the electronic nose system and performance of the employed methodologies and monitoring of selected samples, the selection of proper gas parameters[24]""]",False,,"None of the retrieved references directly support the specific claims about accuracy, precision, recall, or F1-measure as described in the source paragraph. They focus on different applications of electronic noses and do not provide the statistical definitions or formulas mentioned."
92,"presented a novel multi-head attention mechanism that uses various atten- tion functions to capture diverse contextual elements. The multi-head attention approach allows attention to be simul- taneously allocated to information from different subspaces and representational positions. In contrast to soft attention, which focuses attention softly on the entire input to produce a context representation with weights determined based on the relevance of each part of the input, soft attention relies on only one attention mechanism. Kumar et al. developed the multi-head attention- based BiLSTM (MHA-BiLSTM) model. The results are quite promising compared to the use of single-head attention. How- ever, using the BiLSTM model is computationally expensive, especially when dealing with large datasets . BiLSTM is also prone to overfitting,",Recognizing Textual Entailment in Indonesian Using Individual Biplet Head-Dependent and Multi-Head Attention Mechanism,"We trained the models using 540k sentence pairs from SNLI Indo. Based on our model, we made the following adjustments: 1) Replacing Multi-Head Attention with Self-Attention.","["". Consequently, functionwiththeself-attentionmethod.2)RemovingMulti- the combination of BiLSTM and multi-head attention Head Attention. We removed the multi-head attention and complements each other. Enhances the model’s ability to employedonlysoftalignmentattentioninthematchinglayer"", "". We trained the models using 540k sentence pairs from BiLSTM can accommodate sequence information, which SNLI Indo. Based on our model, we made the following is then used by multi-head attention to learn information adjustments: 1) Replacing Multi-Head Attention with Self- from various dimensions and subspace representations, Attention. We replaced the multi-head attention activation fully capturing long-distance text features"", "". performance. While multi-head attention is effective in capturing long-range dependencies and global contextual C""]",True,"The model adjustments included replacing multi-head attention with self-attention, which indicates the computational challenges associated with multi-head attention mechanisms.","The retrieved reference discusses the replacement of multi-head attention with self-attention due to computational concerns, which aligns with the source paragraph's mention of the computational expense of using BiLSTM with multi-head attention."
93,"rate (FPR) across various clas- sification thresholds. The horizontal axis of an ROC graph represents the FPR, which indicates the proportion of neg- ative instances misclassified as positive. In contrast, the vertical axis represents the TPR, which measures the model’s effectiveness in correctly classifying positive instances. The ROC curves demonstrated that the MHA-CovBi model dis- played exceptional efficacy, achieving an area under the curve (AUC) value of 0.96 for the DS1 dataset and 0.94 for the DS2 dataset, which are both significantly high values that are close to the perfect value of 1.0 and well above the value of 0.5 which indicates random performance. These values indicate that the MHA-CovBi model shows a high discriminatory ability in differentiating between positive",,,"["". Additionally, we add interpretability to the (CNN)andlongshort-termmemory(LSTM)toimprovethe modelsothatitsdevelopmentandresultsaretransparentand detection accuracy for binary and multi-class settings [16]. trustworthy. AsdescribedinSectionIV-A,thedatasetusedinthispaperis imbalanced.Inthiscase,SectionIII-Bdiscussestheapproach tohandlethisimbalance"", ""that could be vital for accurate classification [40]"", "". These metrics can be calculated by (1) – (3). This study's calculation of True Positive, False Positive, and False Negative differs from other classifications or detections [20]-[23]. These are chosen and calculated following previous studies [1]. Precision detects the truly correct prediction out of all predictions. Recall detects the truly correct prediction out of all actual classes. F1 scores are harmonic mean between these two that measure overall model performance""]",False,,"None of the retrieved references provide specific facts, methods, or findings that directly support the claims made in the source paragraph regarding the ROC curves and AUC values of the MHA-CovBi model."
