citation_id,source_paragraph,retrieved_paper,retrieved_chunk,retrieved_contexts,relevant,citation_text,reasoning,hyde_fallback
70,"attention is paid to utilizing this multi-dimensional orthogonality. The orthogonality between the CC-OFDM symbols is beneﬁcial in obtaining an optimum SNR for increasing the maximum unambiguous range of the radar. Another main contribution of this paper is the design of a radar waveform which could extend its maximum unambiguous range by transmitting quasi-continuously multiple orthogonal CC-OFDM symbols in series. It means that the radar will have a longer pulse rep- etition interval (PRI) which leads to a longer-range detection. The additional requirement is that there must be orthogonal- ities between the symbol series. The orthogonality is pro- vided by using orthogonal codes for coding the CC-OFDM symbols, which can be realized using the Golay codes pre- viously chosen to mitigate",Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,other multi-TRM radars due to the nature of the orthogonal multi-beam generation with Golay-coded OFDM waveforms and subbands.,"[""flexibility in the CC-OFDM waveform design, where\nthe radar system can operate with multiple PRFs as per\nthe application requirements.\nThese processing steps are discussed by taking the\nsurveillance radar specification in Table 1 as an example. The\ndiscussion starts with a brief introduction on the surveillance\nradar specifications in Section II, followed by description of\nthe receiver processing concept of the CC-OFDM MIMO\nradar in Section III, including the beam and range processing"", ""10.1109/TAES.2015.140477.\n[26] Y. Liu, G. Liao, Z. Yang, and J. Xu, ‘‘Design of integrated radar\nand communication system based on MIMO-OFDM waveform,’’ J.\nSyst. Eng. Electron., vol. 28, no. 4, pp. 669–680, Aug. 2017, doi:\n10.21629/JSEE.2017.04.06.\nVOLUME 13, 2025\nCC-OFDM-MIMO Radar\nDEVY KUSWIDIASTUTI (Member, IEEE) was\nborn in Indonesia, in September 1981. She\nreceived the B.Eng. degree in electrical engi-\nneering from the Institut Teknologi Sepuluh\nNopember (ITS), Indonesia, the M.Sc. degree"", ""other multi-TRM radars due to the nature of the orthogonal\nmulti-beam generation with Golay-coded OFDM waveforms\nand subbands.\nThere are previous research on radar waveform for ISAC\npurposes [25], [26] which discussed about cyclic prefix (CP)\nbased OFDM waveform and how the CP is very much\ndefining the maximum unambiguous range of the radar\nsystem. CC-OFDM MIMO radar waveform design which\nis discussed in this paper is not a CP based radar, the\ntransmitters are transmitting multiple orthogonal symbols in""]",True,"The use of Golay-coded OFDM waveforms facilitates the generation of orthogonal multi-beams, which is essential for maximizing the unambiguous range in radar systems (Liu et al., 2017).","The retrieved reference discusses the use of Golay-coded OFDM waveforms for generating orthogonal multi-beams, directly supporting the claim in the source paragraph about the importance of orthogonality in extending the radar's maximum unambiguous range.",False
71,"also be eliminated because it is possible to design a wave- form to produce an array pattern with a low sidelobe-level characteristic directly from the waveform generation stage. This paper describes a novel design of software deﬁned radar (SDR) using CC OFDM waveforms by giving the phase difference for beam steering and the amplitude tapering coef- ﬁcient at digital waveform generation stage. Hence, when the CC OFDM waveforms are transmitted simultaneously from multiple array antennas, as illustrated in Fig. 1 (a), they will create beams heading to a certain θb direction and exhibiting low side lobe levels. Assume for now that the system is a uniform linear array (ULA) with equal spacing d as depicted in Fig. 1(b). By taking",Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,"flexibility in the CC-OFDM waveform design, where the radar system can operate with multiple PRFs as per the application requirements.","[""flexibility in the CC-OFDM waveform design, where\nthe radar system can operate with multiple PRFs as per\nthe application requirements.\nThese processing steps are discussed by taking the\nsurveillance radar specification in Table 1 as an example. The\ndiscussion starts with a brief introduction on the surveillance\nradar specifications in Section II, followed by description of\nthe receiver processing concept of the CC-OFDM MIMO\nradar in Section III, including the beam and range processing"", ""matrix or [6], [7], [8], or by adopting a phased array with\nnon-overlapping subarrays [18]. However, all of the above\nmentioned methods have problems in beam limitation and\ncost.\nCurrent trends regarding dual functional radar communi-\ncation (DFRC) systems which lead to an integrated sensing\nand communication (ISAC) systems motivate furthermore the\nuse of OFDM for radar waveform. Research on finding the\nperfect waveform that can serve for both function is still an"", ""10.1109/TAES.2015.140477.\n[26] Y. Liu, G. Liao, Z. Yang, and J. Xu, ‘‘Design of integrated radar\nand communication system based on MIMO-OFDM waveform,’’ J.\nSyst. Eng. Electron., vol. 28, no. 4, pp. 669–680, Aug. 2017, doi:\n10.21629/JSEE.2017.04.06.\nVOLUME 13, 2025\nCC-OFDM-MIMO Radar\nDEVY KUSWIDIASTUTI (Member, IEEE) was\nborn in Indonesia, in September 1981. She\nreceived the B.Eng. degree in electrical engi-\nneering from the Institut Teknologi Sepuluh\nNopember (ITS), Indonesia, the M.Sc. degree""]",True,"The design of CC-OFDM waveforms allows for flexibility in radar systems, enabling operation with multiple pulse repetition frequencies to meet specific application needs.","The retrieved reference discusses the flexibility in CC-OFDM waveform design, which directly supports the claim in the source paragraph about designing waveforms for low sidelobe levels and beam steering.",False
72,"of the beampattern, p = Ipejp2πfnc,b(cid:49)tb. so that we can deﬁne I (cid:48) The array factor (AF) of the CC-OFDM waveform as a function of angle θ, center frequency of the allocated sub band for the b-th beam, fnc,b, and time delay (cid:49)tb for phase steering of the b-th beam is given by: AF(θ, fnc,b, (cid:49)tb) = Nt −1 2(cid:88) pejpα(θ) I (cid:48) p=− Nt −1 Nt −1 2(cid:88) p=− Nt −1 Ipejp2πfnc,b(cid:49)tb (cid:125) (cid:123)(cid:122) (cid:124) the waveform effect ejpα(θ) (cid:124) (cid:123)(cid:122) (cid:125) the array radiation effect (7) The rightmost form consists of the sum of product of two factors. The ﬁrst represents the waveform effect, which is the Taylor amplitude distribution of the array elements and the phase factor",Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,"Hence, the array factor of CC-OFDM will be: Nt−1 X2 AF(θ, , (cid:49)t = ejp(α(θ)+β(fn,a,b ,(cid:49)tb) f n,a,b ) I b p p=−Nt−1 2 2π where α(θ) = d sin θ, (3) with d denotes the spacing between the arrays.","[""flexibility in the CC-OFDM waveform design, where\nthe radar system can operate with multiple PRFs as per\nthe application requirements.\nThese processing steps are discussed by taking the\nsurveillance radar specification in Table 1 as an example. The\ndiscussion starts with a brief introduction on the surveillance\nradar specifications in Section II, followed by description of\nthe receiver processing concept of the CC-OFDM MIMO\nradar in Section III, including the beam and range processing"", ""OFDM signal generation stage. The phase steering given to\nthe CC-OFDM waveform can be defined as follow:\nβ(f , (cid:49)t ) = 2πf (cid:49)t (2)\nn,a,b b n,a,b b\nHence, the array factor of CC-OFDM will be:\nNt−1\nX2\nAF(θ, , (cid:49)t = ejp(α(θ)+β(fn,a,b ,(cid:49)tb)\nf n,a,b ) I\nb p\np=−Nt−1\n2\n2π\nwhere α(θ) = d sin θ, (3)\nλ\nwith d denotes the spacing between the arrays.\nHence, at any transmitter p, the waveform generator\ngenerates multiple waveform for N beams simultaneously\nb"", ""ongoing research until nowadays [20], [21], [22], [23]. When\nthe available bandwidth can be divided into several subbands,\nthe degree of orthogonality can be further improved by\nassigning different subbands, for the neighboring beams, and\nthe same subband can be reused for the non-adjacent beams.\nThe interference among these co-channel beams can be\nVOLUME 13, 2025\nCC-OFDM-MIMO Radar\nsuppressed further through the generation of low sidelobes by\ntapering the array element feeds. The co-channel beams are""]",True,"The array factor of the CC-OFDM waveform is defined as AF(θ, fnc,b, (cid:49)tb) = ejp(α(θ)+β(fn,a,b ,(cid:49)tb) I, where α(θ) = d sin θ and β is the phase steering term, indicating the relationship between the array factor and the waveform design (Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar).","The retrieved reference directly discusses the array factor of the CC-OFDM waveform and includes the mathematical expression relevant to the source paragraph, making it highly relevant.",False
73,"beamforming at transmit is produced by divid- ing the total OFDM bandwidth B, consisting of Nc subcarriers into Nsb sub bands with smaller bandwidth of Bb, consisting of Ncb subcarriers. The bandwidth per sub-band Bb will deter- mine the range resolution of the CC-OFDM radar as follows: (cid:49)R = 2Bb (8) VOLUME 10, 2022 D. Kuswidiastuti et al.: Transmitter Design for Multibeam CC-OFDM Azimuth Scanning MIMO Radar FIGURE 1. Circulating code in OFDM MIMO radar transmitters with Nt elements transmitting coherence signals, delay difference of (cid:49)t and array factor is defined in the xy plane: (a) time domain and (b) space domain. where (cid:49)R is the range resolution in each beam. If the fre- quency spacing between the OFDM subcarriers",Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,"When the available bandwidth can be divided into several subbands, the degree of orthogonality can be further improved by assigning different subbands, for the neighboring beams, and the same subband can be reused for the non-adjacent beams.","[""flexibility in the CC-OFDM waveform design, where\nthe radar system can operate with multiple PRFs as per\nthe application requirements.\nThese processing steps are discussed by taking the\nsurveillance radar specification in Table 1 as an example. The\ndiscussion starts with a brief introduction on the surveillance\nradar specifications in Section II, followed by description of\nthe receiver processing concept of the CC-OFDM MIMO\nradar in Section III, including the beam and range processing"", ""ongoing research until nowadays [20], [21], [22], [23]. When\nthe available bandwidth can be divided into several subbands,\nthe degree of orthogonality can be further improved by\nassigning different subbands, for the neighboring beams, and\nthe same subband can be reused for the non-adjacent beams.\nThe interference among these co-channel beams can be\nVOLUME 13, 2025\nCC-OFDM-MIMO Radar\nsuppressed further through the generation of low sidelobes by\ntapering the array element feeds. The co-channel beams are"", ""The results show that the radar could distinguish two\nlow as -80dB. Additionally, the radar is able to detect\nvelocity can be obtained from the phase variation over one\ninterference, MIMO-radar, multibeam, OFDM-radar,\nI. INTRODUCTION\nMany radar applications demand scanning capability to allow\nand coverage over a range of angular direction, such as those\nfor surveillance, vehicular, weather monitoring, imaging, and\nlicensed under a Creative Commons Attribution 4.0 License.""]",True,"The available bandwidth can be divided into several subbands, improving the degree of orthogonality for neighboring beams in CC-OFDM MIMO radar systems (Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar).","This reference discusses the division of bandwidth into subbands, which directly relates to the source paragraph's mention of dividing the total OFDM bandwidth into sub-bands, thereby supporting the claim about range resolution in CC-OFDM radar.",False
74,"Multibeam CC-OFDM Azimuth Scanning MIMO Radar The phase steering is deﬁned as: β(fn,a,b, (cid:49)tb) = 2π fn,a,b(cid:49)tb (13) hence, at any transmitter p, the WG generates Nb beams simultaneously during the Nsym symbol periods with ampli- tude control Ip. The CC-OFDM complex signal of symbol a in beam b at the p-th transmitter is: xp,a,b(t) = Ip −1 Ncb (cid:88) n=0 Cn,pga,b,nejpβ(fn,a,b,(cid:49)tb) × ej2π(n+(za,b−1)Ncb )(cid:49)f (t−(a−1)T0) for 0 ≤ t − (a − 1)T0 + p(cid:49)tb ≤ T0. (14) The complex discrete-time signal of the baseband CC-OFDM signal in (14) is: xp,a,b(t) = Ip −1 Ncb (cid:88) n=0 Cn,pga,b,nejpβ(fn,a,b,(cid:49)tb) × ej2π(n+(za,b−1)Ncb )(cid:49)f (kTs−(a−1)T0) for 0 ≤ kTs − (a − 1)T0 + p(cid:49)tb ≤ T0. (15) The time delay (cid:49)tb",Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,"the receiver processing concept of the CC-OFDM MIMO radar in Section III, including the beam and range processing","[""flexibility in the CC-OFDM waveform design, where\nthe radar system can operate with multiple PRFs as per\nthe application requirements.\nThese processing steps are discussed by taking the\nsurveillance radar specification in Table 1 as an example. The\ndiscussion starts with a brief introduction on the surveillance\nradar specifications in Section II, followed by description of\nthe receiver processing concept of the CC-OFDM MIMO\nradar in Section III, including the beam and range processing"", ""is one out of 101 that constitute the MIMO transmitter system\nVOLUME 13, 2025\nD. Kuswidiastuti et al.: Receiver Processing of the Multibeam Azimuth Scanning\nFIGURE 1. Block diagram of a transmit receive module of CC-OFDM\nTABLE 1. CC-OFDM MIMO radar system specifications for surveillance\napplications.\nof the surveillance radar. The T/R module which feeds an\nantenna element belonging to the horizontal MIMO array that\nprovides the azimuth scanning. The analog subsystems of the""]",True,"The receiver processing concept of the CC-OFDM MIMO radar includes beam and range processing, which is essential for the operation of multibeam systems (D. Kuswidiastuti et al., 2025).","The retrieved reference discusses the receiver processing concept of CC-OFDM MIMO radar, which directly relates to the phase steering and complex signal generation described in the source paragraph.",False
75,"the n-th subcarrier for symbol a in beam b is given by ga,b,n. In order to generate CC-OFDM waveform, additional phase steering β(fn,a,b, (cid:49)tb) is given to the speciﬁed OFDM sub-band frequencies of beam b for generating a required time delay between the transmit elements for beam b. 53688 VOLUME 10, 2022 D. Kuswidiastuti et al.: Transmitter Design for Multibeam CC-OFDM Azimuth Scanning MIMO Radar TABLE 1. Surveillance radar system and waveform specifications. strict requirement for the time and frequency accuracy of the oscillator clocks at transmitters and receivers. For instance, with an IF of 20 MHz and a carrier frequency offset of 10 kHz the error in beam direction becomes 0.1◦ and the estimated range error equals 0.27 meter",Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,These processing steps are discussed by taking the surveillance radar specification in Table 1 as an example.,"[""flexibility in the CC-OFDM waveform design, where\nthe radar system can operate with multiple PRFs as per\nthe application requirements.\nThese processing steps are discussed by taking the\nsurveillance radar specification in Table 1 as an example. The\ndiscussion starts with a brief introduction on the surveillance\nradar specifications in Section II, followed by description of\nthe receiver processing concept of the CC-OFDM MIMO\nradar in Section III, including the beam and range processing""]",True,The processing steps for the CC-OFDM waveform design are exemplified using the surveillance radar specifications outlined in Table 1.,"The retrieved reference discusses the processing steps related to the CC-OFDM waveform design and explicitly mentions the use of surveillance radar specifications, which aligns with the source paragraph's focus on radar system specifications and waveform generation.",False
76,"FOR LONG-RANGE SURVEILLANCE A. REQUIREMENTS A. REQUIREMENTS To elucidate the novel concept and detailed implementation of the CC-OFDM MIMO radar, we will take a surveillance radar design as an example for analyses in the subsequent sections. The CC-OFDM MIMO radar waveform designed herein is based on the requirement of surveillance radars used in coastal areas, where the target of interest are ships and small aircrafts in the area within 180 km from the radar site. OFDM signals with subcarrier spacing of 10 KHz will give a maximum unambiguous range of 15 km. In order to extend the maximum unambiguous range of the radar up to 180 km, 12 orthogonal OFDM symbols with symbol time of 0.1 ms are transmitted in",Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,These processing steps are discussed by taking the surveillance radar specification in Table 1 as an example.,"[""flexibility in the CC-OFDM waveform design, where\nthe radar system can operate with multiple PRFs as per\nthe application requirements.\nThese processing steps are discussed by taking the\nsurveillance radar specification in Table 1 as an example. The\ndiscussion starts with a brief introduction on the surveillance\nradar specifications in Section II, followed by description of\nthe receiver processing concept of the CC-OFDM MIMO\nradar in Section III, including the beam and range processing"", ""VOLUME 13, 2025\nCC-OFDM-MIMO Radar\nFIGURE 11. The range profile of two targets at: a) beam 0 and b) beam 1.\nFIGURE 12. The correlator output of the co-channel: a) beam −7,\nb) beam 1, and c) beam 9.\nFIGURE 13. The correlator output of: a) beam 0 with a target at 100 km,\nand b) beam 8 with a target at 101 km respectively.\nthe targets are located at beam 0 and beam 8 at the\nrange of 100 km and 101 km respectively. The beams\nare 10.2◦ apart in the angular space, and the beams are"", ""10.1109/TAES.2015.140477.\n[26] Y. Liu, G. Liao, Z. Yang, and J. Xu, ‘‘Design of integrated radar\nand communication system based on MIMO-OFDM waveform,’’ J.\nSyst. Eng. Electron., vol. 28, no. 4, pp. 669–680, Aug. 2017, doi:\n10.21629/JSEE.2017.04.06.\nVOLUME 13, 2025\nCC-OFDM-MIMO Radar\nDEVY KUSWIDIASTUTI (Member, IEEE) was\nborn in Indonesia, in September 1981. She\nreceived the B.Eng. degree in electrical engi-\nneering from the Institut Teknologi Sepuluh\nNopember (ITS), Indonesia, the M.Sc. degree""]",True,"The processing steps for the CC-OFDM MIMO radar are discussed with reference to surveillance radar specifications, illustrating the design requirements for long-range surveillance applications.","The retrieved reference discusses the processing steps of the CC-OFDM MIMO radar in the context of surveillance radar specifications, which directly supports the claims made in the source paragraph regarding the design and requirements for long-range surveillance radar.",False
77,"of 10 KHz will give a maximum unambiguous range of 15 km. In order to extend the maximum unambiguous range of the radar up to 180 km, 12 orthogonal OFDM symbols with symbol time of 0.1 ms are transmitted in series. The 12 OFDM signals are transmitted in quasi-continuous way, since the transmitter is idle during the reception period within one repetition time interval. The CC-OFDM MIMO radar system and waveform speciﬁcations are described in Table 1 In this case, each sub band which consists of 256 subcarriers are used for beam- forming; that leads to 2.56 MHz bandwidth and results in a range resolution of 60 meters in each beam. The OFDM signal period is 0.1 ms and the",Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,These processing steps are discussed by taking the surveillance radar specification in Table 1 as an example.,"[""flexibility in the CC-OFDM waveform design, where\nthe radar system can operate with multiple PRFs as per\nthe application requirements.\nThese processing steps are discussed by taking the\nsurveillance radar specification in Table 1 as an example. The\ndiscussion starts with a brief introduction on the surveillance\nradar specifications in Section II, followed by description of\nthe receiver processing concept of the CC-OFDM MIMO\nradar in Section III, including the beam and range processing"", ""The results show that the radar could distinguish two\nlow as -80dB. Additionally, the radar is able to detect\nvelocity can be obtained from the phase variation over one\ninterference, MIMO-radar, multibeam, OFDM-radar,\nI. INTRODUCTION\nMany radar applications demand scanning capability to allow\nand coverage over a range of angular direction, such as those\nfor surveillance, vehicular, weather monitoring, imaging, and\nlicensed under a Creative Commons Attribution 4.0 License.""]",True,The processing steps for the CC-OFDM MIMO radar system are illustrated using the surveillance radar specifications provided in Table 1.,"The retrieved reference discusses the processing steps of the CC-OFDM MIMO radar system and explicitly mentions the use of surveillance radar specifications in Table 1, which directly supports the claims made in the source paragraph.",False
78,"it can be seen from (11) that the phase correction, Cn,p,a,b is given to the n-th subcarrier frequency of the OFDM waveform generated for the p-th transmitter for beamforming to θb of symbol a. The Taylor coefﬁcient for sidelobe suppression Ip in (7) is also digitally generated directly from the WG. It is for these two reasons that the CC-OFDM waveforms must be generated simultane- ously per row of the azimuth antenna elements. It is therefore necessary to implement a digital WG at each transmitter with programmability feature, since different radar applications might require different parameters for the beams, waveforms, symbols and frames of symbols. Consequently, the adoption of the concept of software-deﬁned radar (SDR) platform is advantageous and instrumental",Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,These processing steps are discussed by taking the surveillance radar specification in Table 1 as an example.,"[""flexibility in the CC-OFDM waveform design, where\nthe radar system can operate with multiple PRFs as per\nthe application requirements.\nThese processing steps are discussed by taking the\nsurveillance radar specification in Table 1 as an example. The\ndiscussion starts with a brief introduction on the surveillance\nradar specifications in Section II, followed by description of\nthe receiver processing concept of the CC-OFDM MIMO\nradar in Section III, including the beam and range processing"", ""10.1109/TAES.2015.140477.\n[26] Y. Liu, G. Liao, Z. Yang, and J. Xu, ‘‘Design of integrated radar\nand communication system based on MIMO-OFDM waveform,’’ J.\nSyst. Eng. Electron., vol. 28, no. 4, pp. 669–680, Aug. 2017, doi:\n10.21629/JSEE.2017.04.06.\nVOLUME 13, 2025\nCC-OFDM-MIMO Radar\nDEVY KUSWIDIASTUTI (Member, IEEE) was\nborn in Indonesia, in September 1981. She\nreceived the B.Eng. degree in electrical engi-\nneering from the Institut Teknologi Sepuluh\nNopember (ITS), Indonesia, the M.Sc. degree"", ""radar T/R modules seem like a common phased array radar\nsystem but without any phase shifter components. On the\ncontrary, the digital parts i.e. the digital waveform generator\n(DWG) and the digital signal processor (DSP) are rather\ndifferent because both devices are needed as part of the T/R\nVOLUME 13, 2025\nCC-OFDM-MIMO Radar\nMIMO radar.\nmodule that goes to the azimuth array element. The phase\ndifference value for beamforming to a specific beam, the\nphase correction for mitigating beam squinting caused by""]",True,"The processing steps for the CC-OFDM waveform design are discussed in the context of surveillance radar specifications, highlighting the flexibility required for different applications (Liu et al., 2017).","The retrieved reference discusses the processing steps related to CC-OFDM waveforms and their design flexibility, which directly supports the claim in the source paragraph about the need for programmability in radar applications.",False
79,"xIF p,a,b, will be converted to analog signals through a DAC device of the p-th transmitter. Using the same procedure, the 63 beam signals are generated simultaneously by the digital WG at each transmit element. For a good operational performance of CC OFDM MIMO radar an important and crucial note should be made now, that is: Transmitting multiple symbols in series and in parallel contributing simultaneously to multiple beams effective in various range intervals, the quasi - CW transmission neces- sitates that the CC OFDM symbols should be orthogonal in time, frequency and code. In the following the orthogonality aspects are detailed. • Single CC OFDM symbol In this example, one symbol of CC-OFDM waveform contributes to 63 beam signals.",Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,the principles of CC-OFDM MIMO radars have been discussed in [20] by way of an exemplary radar design for a long-range surveillance mission.,"[""flexibility in the CC-OFDM waveform design, where\nthe radar system can operate with multiple PRFs as per\nthe application requirements.\nThese processing steps are discussed by taking the\nsurveillance radar specification in Table 1 as an example. The\ndiscussion starts with a brief introduction on the surveillance\nradar specifications in Section II, followed by description of\nthe receiver processing concept of the CC-OFDM MIMO\nradar in Section III, including the beam and range processing"", ""10.1109/TAES.2015.140477.\n[26] Y. Liu, G. Liao, Z. Yang, and J. Xu, ‘‘Design of integrated radar\nand communication system based on MIMO-OFDM waveform,’’ J.\nSyst. Eng. Electron., vol. 28, no. 4, pp. 669–680, Aug. 2017, doi:\n10.21629/JSEE.2017.04.06.\nVOLUME 13, 2025\nCC-OFDM-MIMO Radar\nDEVY KUSWIDIASTUTI (Member, IEEE) was\nborn in Indonesia, in September 1981. She\nreceived the B.Eng. degree in electrical engi-\nneering from the Institut Teknologi Sepuluh\nNopember (ITS), Indonesia, the M.Sc. degree"", ""the transmit element has already have phase difference for\nsteering the beam to the intended direction. By doing so,\nthe phase-shifter components which are usually required in\na phase array or in a coherent MIMO radars are no longer\nneeded.\nThe principles of CC-OFDM MIMO radars have been\ndiscussed in [20] by way of an exemplary radar design for\na long-range surveillance mission. The design includes the\nsystem architecture and parameters, the waveform design""]",True,"The principles of CC-OFDM MIMO radars, including the design for long-range surveillance missions, emphasize the importance of orthogonality in the waveform design to support multiple beams effectively (Kuswidiastuti, 2025).","This reference discusses the principles of CC-OFDM MIMO radars and their design, which directly supports the source paragraph's claim about the operational performance and orthogonality of CC OFDM symbols in generating multiple beam signals.",False
80,"VII. THE COUPLING BETWEEN CC-OFDM MULTI-BEAMS VII. THE COUPLING BETWEEN CC-OFDM MULTI-BEAMS A. THE COUPLING BETWEEN NEIGHBORING BEAMS A. THE COUPLING BETWEEN NEIGHBORING BEAMS This section analyzes the coupling between beams which are transmitted simultaneously over the same period of sym- bol duration. Analysis is done to the beams transmitted on the ﬁrst symbol period, with the scheduling as described in Table 2. It is necessary to make sure that the coupling between the multi-beam CC-OFDM which are transmitted simultaneously using limited bandwidth are low to avoid the probability of false alarm on radar receiver. In this paper, coupling analysis are done for near broadside and near edge beams (i.e., beams that spatially close to each other) and for co-channel",Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,"the degree of orthogonality can be further improved by assigning different subbands, for the neighboring beams, and the same subband can be reused for the non-adjacent beams.","[""flexibility in the CC-OFDM waveform design, where\nthe radar system can operate with multiple PRFs as per\nthe application requirements.\nThese processing steps are discussed by taking the\nsurveillance radar specification in Table 1 as an example. The\ndiscussion starts with a brief introduction on the surveillance\nradar specifications in Section II, followed by description of\nthe receiver processing concept of the CC-OFDM MIMO\nradar in Section III, including the beam and range processing"", ""ongoing research until nowadays [20], [21], [22], [23]. When\nthe available bandwidth can be divided into several subbands,\nthe degree of orthogonality can be further improved by\nassigning different subbands, for the neighboring beams, and\nthe same subband can be reused for the non-adjacent beams.\nThe interference among these co-channel beams can be\nVOLUME 13, 2025\nCC-OFDM-MIMO Radar\nsuppressed further through the generation of low sidelobes by\ntapering the array element feeds. The co-channel beams are"", ""multiple transmitters and the multiple receivers of CC-OFDM\nradars are very crucial to guarantee that the receiver can\ngive the accurate detection. It can be seen from Fig. 4, that\nthe receiver are continuously active and ready to receive the\npossible incoming beam symbols. Taken an example of the\nreceiver schedule from 0 to 0.1 ms, the receiver is expecting\nonly the echo of the first symbol to arrive. However, in the\nnext 0.1 to 0.2 ms, there are 2 possible symbols that may""]",True,"The degree of orthogonality among neighboring beams can be enhanced by assigning different subbands, while the same subband may be reused for non-adjacent beams (Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar).","This reference discusses the management of subbands for neighboring beams, which directly relates to the source paragraph's analysis of coupling between beams transmitted simultaneously, thereby supporting the claim about the need to minimize coupling to avoid false alarms.",False
81,"beam isolation, the range resolution, the Doppler resolution, those parameters can be modiﬁed and optimized based on the characteristic of the target of interest. Some of the radar speciﬁcations that can be achieved by modifying some of the CC-OFDM waveform parameters are as follows: • The maximum unambiguous range for conventional OFDM radar is mainly limited by the spacing between the OFDM subcarriers. However, one could extend the maximum unambiguous range of the radar by send- ing multiple successive orthogonal CC-OFDM symbols containing orthogonal Golay codes. How many symbols that must be sent will depend on how far the maximum unambiguous range is that the application requires. • The maximum velocity depends on the frequency spac- ing between the OFDM",Receiver Processing of the Multibeam Azimuth Scanning CC-OFDM-MIMO Radar,the nature of the orthogonal multi-beam generation with Golay-coded OFDM waveforms and subbands.,"[""flexibility in the CC-OFDM waveform design, where\nthe radar system can operate with multiple PRFs as per\nthe application requirements.\nThese processing steps are discussed by taking the\nsurveillance radar specification in Table 1 as an example. The\ndiscussion starts with a brief introduction on the surveillance\nradar specifications in Section II, followed by description of\nthe receiver processing concept of the CC-OFDM MIMO\nradar in Section III, including the beam and range processing"", ""The results show that the radar could distinguish two\nlow as -80dB. Additionally, the radar is able to detect\nvelocity can be obtained from the phase variation over one\ninterference, MIMO-radar, multibeam, OFDM-radar,\nI. INTRODUCTION\nMany radar applications demand scanning capability to allow\nand coverage over a range of angular direction, such as those\nfor surveillance, vehicular, weather monitoring, imaging, and\nlicensed under a Creative Commons Attribution 4.0 License."", ""other multi-TRM radars due to the nature of the orthogonal\nmulti-beam generation with Golay-coded OFDM waveforms\nand subbands.\nThere are previous research on radar waveform for ISAC\npurposes [25], [26] which discussed about cyclic prefix (CP)\nbased OFDM waveform and how the CP is very much\ndefining the maximum unambiguous range of the radar\nsystem. CC-OFDM MIMO radar waveform design which\nis discussed in this paper is not a CP based radar, the\ntransmitters are transmitting multiple orthogonal symbols in""]",True,"The maximum unambiguous range of the radar system can be extended by using orthogonal Golay-coded OFDM waveforms, which facilitate the generation of multiple orthogonal symbols.","This reference discusses the use of Golay-coded OFDM waveforms in radar systems, directly supporting the claim about extending the maximum unambiguous range through specific waveform modifications.",False
82,"our knowledge, there is no publicly available NER dataset for drone forensic problems yet. We identify and propose six entity types as the tagset in the annotation process. The proposed model achieves a competitive score compared to the state-of-the-art methods, with a 91.146% F1 score. Yet, one of the scenarios achieves high perfor- mance, with a 91.348% F1 score. 2) This work showcases how to utilize speciﬁc evidence data to perform forensic information extraction to assist a forensic investigation, including a simple framework for data extraction and annotation. 3) We propose and investigate cosine similarity as a sub- stitutive of dot-product in the self-attention sub-layer of the Transformer encoder to model contextual depen- dency in a sequence. We also propose",Forensic Investigation of Drone Malfunctions with Transformer,"Furthermore, Silalahi et al. developed the Transformer using cosine similarity to discover and extract some incident-related information. Cosine similarity is used to substitute dot-product in the self-attention mechanism of the Transformer encoder layer.","[""of 98.63% and 95.9%, respectively.\nFurthermore, Silalahi et al. [6] developed the Transformer\nusing cosine similiarity to discover and extract some incident-\nrelated information. Cosine similiarity is used to substitute dot-\nproduct in the self-attention mechanism of the Transformer\nencoder layer. The datasets that were used are drone logs from\nthe DJI Phantom. The purposeful method has an F1 score\n91.35% compared with another Transformer model.\nOther research proposed a method in forensic event re-""]",True,"Silalahi et al. developed a Transformer model that utilizes cosine similarity in place of dot-product within the self-attention mechanism, achieving an F1 score of 91.35% in extracting incident-related information from drone logs.","The retrieved reference directly supports the source paragraph's claims about using cosine similarity in the Transformer model and provides specific performance metrics, making it highly relevant.",False
