citation_id,source_paragraph,retrieved_paper,retrieved_chunk,retrieved_contexts,relevant,citation_text,reasoning,hyde_fallback
86,"perform information extraction from drone flight log data. The result of the research is that BERT and DistilBERT have F1 scores of 98.63% and 95.9%, respectively. Furthermore, Silalahi et al. developed the Transformer using cosine similiarity to discover and extract some incident- related information. Cosine similiarity is used to substitute dot- product in the self-attention mechanism of the Transformer encoder layer. The datasets that were used are drone logs from the DJI Phantom. The purposeful method has an F1 score 91.35% compared with another Transformer model. Other research proposed a method in forensic event re- construction using directed graphs to identify and reconstruct events in a drone or its control station device . The study allows the investigator to find",Transformer-Based Named Entity Recognition on Drone Flight Logs to Support Forensic Investigation,this work investigates the use of information extraction techniques to obtain insight from unstructured evidentiary data.,"[""to find all the locations of flight log data in all directories\nof every drone image we have downloaded and extracted.\nUnfortunately, we did not find the expected data from Yuneec\n4https://www.autopsy.com/\n5https://www.phantomhelp.com/LogViewer/upload/\nVOLUME 11, 2023\nS. Silalahi et al.: Transformer-Based NER on Drone Flight Logs to Support Forensic\nFIGURE 7. Difference between IOB2 and BIOES annotation scheme for the\nprocedure.\nTABLE 1. Number of extracted messages from every drone model."", ""In order to fill the research gap, this work investigates the use\nVOLUME 11, 2023\nInvestigation\nof information extraction techniques to obtain insight from\nunstructured evidentiary data. The retrieved information is\nexpected can assist the forensic investigator in pinpointing\nthe critical information related to an incident in the flight logs\nfaster.\nA. DATA PREPROCESSING\nDrone flight log data contains a number of columns with\nnumerous information regarding the drone’s condition and"", ""The existing studies show that most drone forensic research\nis based on case studies, tool development, and tool testing\nand evaluation. There are presently few studies performing\nanalytics against certain drone data artifacts, specifically log\nmessage data. Inspired by the success of Transformer-based\nNER model implementation in various domains, including\ncybersecurity, this paper intends to take advantage of NER in\nrecognizing mentioned entities in drone flight log messages.""]",True,"This work investigates the use of information extraction techniques to obtain insight from unstructured evidentiary data, which can assist forensic investigators in pinpointing critical information related to incidents in flight logs (Silalahi et al., 2023).","The retrieved reference discusses the use of information extraction techniques on drone flight logs, which directly supports the claims made in the source paragraph about extracting incident-related information from drone data.",False
87,"devices at the ground station are merged into a drone super timeline. By using the tool, the investigator will be able to easily analyze the drone accident. B. Drone Forensics Drone forensics is a technique to get, collect, and analyze the data stored in drones to determine the cause of drone incidents. Research has been done to solve various problems arising and improve the performance. Al-Dahqm et al. proposed a forensic framework for drone. The method supports the majority of drone types on the market. The developed framework has three phases. In the preparatory phase, the investigator may analyze all components of the drone and conclude which components were used. Second is the data acquisition phase; the data from the",Transformer-Based Named Entity Recognition on Drone Flight Logs to Support Forensic Investigation,"The drone images are stored in several different formats, such as .ZIP, .001, and .BIN. These images are acquired from the controller devices, which are considered the primary evidence close to the owner and contain incident-related information.","[""and activities that happen during a flight and stores the\nrecorded events in log files. These files contain not only\nempirical processes but also record the sensor data for every\ncertain time period, making the drone forensic-ready in case\nencounters an accident or incident. Assuming that the log data\nare admissible, a forensic investigation can be conducted to\nunderstand the incident scenario and uncover the root cause.\nTo do so, several artefacts such as flight logs, images, videos,"", ""The drone images are stored in several different formats,\nsuch as.ZIP,.001, and.BIN. These images are acquired from\nthe controller devices, which are considered the primary\nevidence close to the owner and contain incident-related\ninformation [58]. After exploring the drone images with the\n3https://www.vtolabs.com/drone-forensics\n3266\net al.: Transformer-Based NER on Drone Flight Logs to Support Forensic Investigation\nfolders are the location of the flight log files containing human-readable"", ""Forensic\nAHMAD , (Member, IEEE),\n(ITS); and in part by the Pendidikan Magister Menuju\nEducation, Culture, Research and Technology, Indonesia, under\nbrings the number of drone incident and attack\npost-incident procedures and frameworks, are needed.\naiming to uncover the incident scenario, mitigate\nstandard drone forensic procedure consists of three\nreporting. Among the existing research, many\nevaluation, study case, and tools proposal and\nspecific data artifacts from the drone forensic image,""]",True,"Drone images, stored in various formats and acquired from controller devices, serve as primary evidence containing incident-related information, facilitating forensic investigations (AHMAD et al.).","The retrieved reference discusses the storage and significance of drone images as primary evidence in forensic investigations, which directly supports the claim about analyzing data from drones to determine the cause of incidents.",False
88,"drone types on the market. The developed framework has three phases. In the preparatory phase, the investigator may analyze all components of the drone and conclude which components were used. Second is the data acquisition phase; the data from the drone component will be downloaded and stored on the computer. The last phase is the data analysis phase. In this phase, the data is analyzed using different methods to extract and draw conclusions about the causes of drone engine failure . in this phase, Furthermore, Jain et al. proposed a framework for sensor data identification and verification. An analysis of a drone’s architecture and a forensic model with generic features are proposed here in order to enhance the digital investigation",Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,"challenges encountered during the study are disclosed, along with limitations and threats to validity. As drone forensics is an emerging topic, there are very limited public datasets available.","[""challenges encountered during the study are disclosed, along\nwith limitations and threats to validity. As drone forensics\nis an emerging topic, there are very limited public datasets\navailable. The log messages used in this study are mainly\nacquired from DJI-made devices. There is yet to come\na publicly available dataset of log messages from other\ndrone manufacturers. Several publicly available datasets are\n64264\nSilalahi et al.: Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection"", ""of drones systems: Attacks, limitations, and recommendations,’’ Internet\nThings, vol. 11, Sep. 2020, Art. no. 100218.\n[3] A.Al-Dhaqm,R.A.Ikuesan,V.R.Kebande,S.Razak,andF. M. Ghabban,\n‘‘Research challenges and opportunities in drone forensics models,’’ Elec-\ntronics, vol. 10, no. 13, p. 1519, Jun. 2021.\n[4] F. Iqbal, B. Yankson, M. A. AlYammahi, N. AlMansoori, S. M. Qayed,\nB. Shah, and T. Baker, ‘‘Drone forensics: Examination and analysis,’’ Int."", ""Doktor untuk Sarjana Unggul (PMDSU) Scholarship from the Ministry of\nGrant 1483/PKS/ITS/2022.\nABSTRACT The increase in drone usage by the public\nup. Sophisticated preventive mechanisms, as well as\nForensic investigation is performed upon a drone incident,\nthe risk and report the examination results. Generally,\nstages, i.e., evidence acquisition, evidence analysis, and\nattempts have been made in framework proposal and\nevaluation. However, less research focuses on utilizing""]",True,"The challenges and limitations in drone forensics are highlighted, indicating the scarcity of public datasets available for analysis (Silalahi et al.).","This reference discusses challenges in drone forensics, including limitations in available datasets, which supports the source paragraph's focus on analyzing drone components and data for forensic purposes.",False
89,"organizations improve the reliability, security, and operational efficiency in managing their information technology. , Prema et al use process mining techniques to examine a regional hospital's billing procedure. This study emphasizes how crucial it is to increase the billing process' effectiveness in order to give patients higher-quality care. In this study, data from the finance module of the hospital's ERP system was explored to determine bottleneck activities in the invoice procedure. Using anonymised event logs, this study aims to find causality in the hospital's billing process and identify potential bottleneck activities. Audit with surveys is an effective method for gathering essential information to evaluate a process or system . Using carefully crafted questionnaires, auditors directly collect data from individuals or",Process Mining for Evaluating Hospital Billing System Based on DSS01 Domain COBIT 2019 Framework,the effectiveness and efficiency of the billing processes are reviewed to identify potential areas for improvement.,"[""bottlenecks, which is one of the primary objectives of this\nanalysis. By pinpointing bottlenecks, the team can target and\naddress the area’s most affecting workflow, thereby enabling\nsignificant operational improvements. The analysis also aims\nto evaluate the overall effectiveness of the hospital's billing\npractices. Insights gained from this analysis can help optimize\nprocesses to enhance overall operational performance.\nIV. RESULTS\nA. Process Discovery Results\n1) Overall Case"", ""actual billing process patterns are explored and modeled based\non the available data. The final stage is performance analysis,\nwhere the effectiveness and efficiency of the billing processes\nare reviewed to identify potential areas for improvement.\nOverall, these stages are crucial to ensure that the billing\npractices at the hospital are conducted efficiently and\ntransparently.\nA. Dataset\nThe \""Hospital Billing\"" event log was obtained from the\nfinancial module of the ERP system used by a regional"", ""4202©\nhospital billing system to demonstrate how process mining can\nidentify bottlenecks in processes in the system for providing\n00.13$/42/3-1615-3053-8-979 insight for process improvement. Our findings highlight\nsignificant bottlenecks within five key connection processes and\nidentify specific activities that impede the optimal flow of\noperations. These discoveries are aligned with the DSS01\nobjective of COBIT 2019, which aims to enhance the\nmanagement of IT delivery and support services.""]",True,The effectiveness and efficiency of the hospital's billing processes were reviewed to identify potential areas for improvement (Process Mining for Evaluating Hospital Billing System Based on DSS01 Domain COBIT 2019 Framework).,"The retrieved reference directly discusses the evaluation of the effectiveness and efficiency of the hospital's billing processes, which aligns with the source paragraph's focus on improving the billing process's effectiveness for better patient care.",False
90,"baked goods’ quality can be determined by the gas or vapor content. Gas chromatography is the standard instrument for quantitatively and qualitatively analyzing volatile organic compounds (VOCs). This method separates compounds in a mixture by injecting a gas sample into the mobile phase, usually called the carrier gas, and passing the gas through the stationary phase , , . Volatile compounds identified in aldehydes, alcohols, acids, alkanes, and ketones are the main components that contribute VOLUME 12, 2024 2024 The Authors. This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 License. For more information, see 97235 TABLE 1. The ingredients of the cookie. to the cookie flavor . Chemical compounds grouped as hydrocarbons are also released while making and",,,"[""Downloaded on July 14,2025 at 08:22:06 UTC from IEEE Xplore. Restrictions apply.\nTABLE I. ORGANOLEPTIC SCORE FOR AROMA\nGambung Tea Research Center\nSNI 3945-2016\nRepresentation\nA = normal typical green tea;\nB = normal typical green tea;\n1 5\nC = normal typical green tea; Quality Defect 2.8\nGood Quality\nD = less typical green tea;\nE = abnormal.\nThe volatile compounds were determined through\ncomparison of the acquired mass spectra with established\nstandards from the NIST Mass Spectral library and by the"", ""gories of food analysis that can be used: monitoring, expiry\nchecking, freshness evaluation, purity testing, and other food\nquality control investigations. Hence, the motivation for this\nstudy can be formulated as follows:\n1. Several types of research have used an e-nose to iden-\ntify pork adulteration in beef for food quality control.\nHowever, most of them were focused on the differen-\ntiation and classification of species of meat. Only a\nfew researchers have tried to determine different gas"", ""IV. RESULT AND ANALYSIS\nThe process of obtaining data starts from an organoleptic\ntesting approach, and then representatives of the two\ncategories are studied using GCMS to define VOCs so that the\nmost relevant sensors can be determined.\nA. Organoleptic Score\nThe organoleptic tests carried out in this test include dried\nappearance, steeped color, taste, aroma, and steeped dregs.\nOut of the 78 chops that were accessible, 51 chops exhibited\ngood quality, whereas 27 chops had quality defects.""]",False,,"None of the retrieved references directly support the claim about gas chromatography and its application in analyzing volatile organic compounds in baked goods. They focus on different applications of gas analysis in tea and meat quality, which do not overlap with the specific context of baked goods.",False
91,"measured the ratio of correct recognition results to the entire dataset. Accuracy = TP + TN TP + FN + TN + FP (11) 2) Precision (12) estimated how many of the positive pre- dictions were correct. Precision = TP TP + FP (12) 3) Recall can also be called Sensitivity (13) calculated how many positive cases the classifier correctly pre- dicted over all the positive instances in the data. Recall = TP TP + FN (13) 4) F1-measure (14) assessed the predictive skill of a model by elaborating on its class-wise performance. F1 − measure = 2 × Precision × Recall Precision + Recall (14) 97240 VOLUME 12, 2024 M. Rivai, D. Aulia: Use of Electronic Nose to Identify",,,"[""III. MATERIALS AND METHODS\nIn order to construct the electronic nose equipment, an\ninitial assessment of the volatile organic compound (VOC)\nwas conducted. Following identifying the organic\ncompounds, a classification of these compounds was\nperformed, leading to the determination of the suitable gas\nsensors to be utilized. Through the utilization of the data\nobtained from the sensor readings, a predictive analysis was\nconducted to derive the model demonstrating optimal\nperformance as illustrated in Fig. 3."", ""For interested readers, recent development and challenges for\ne-nose signal processing are summarized here [42].\nIII. MATERIALS AND METHOD\nA. MATERIALS\nIn this study, an e-nose was built using nine MQ series\ngas sensors from Zhengzhou Winsen Electronics Technology\nCo., Ltd. The gas sensors were also used to detect different\ntypes of gases, as in our previous study [19]. The list of gas\nsensors is given in TABLE 2. These gas sensors were assem-\nbled to an Arduino microcontroller. For data communication,"", ""Fig. 2. General diagram of electronic nose system\nAuthorized licensed use limited to: Institut Teknologi Sepuluh Nopember.\nExperimental Specimens and Olfactory Analysis\nGambung Green Organoleptic\nTea Samples Results\nCompounds Classification\nVolatile Compound\nHS-SPME GC-MS Identification\nData Acquiring and Predicting Analysis\nELECTRONIC Sensor Array\nNOSE Determination\nPre-Processing Predicting Model\nData Analytics Performance\nModel\nValidation\nFig. 3. Research Methods\nIII. MATERIALS AND METHODS""]",False,,"None of the retrieved references provide specific methods or findings related to the accuracy, precision, recall, or F1-measure calculations mentioned in the source paragraph. They focus on the construction and application of electronic nose systems without addressing the statistical metrics discussed.",False
92,"presented a novel multi-head attention mechanism that uses various atten- tion functions to capture diverse contextual elements. The multi-head attention approach allows attention to be simul- taneously allocated to information from different subspaces and representational positions. In contrast to soft attention, which focuses attention softly on the entire input to produce a context representation with weights determined based on the relevance of each part of the input, soft attention relies on only one attention mechanism. Kumar et al. developed the multi-head attention- based BiLSTM (MHA-BiLSTM) model. The results are quite promising compared to the use of single-head attention. How- ever, using the BiLSTM model is computationally expensive, especially when dealing with large datasets . BiLSTM is also prone to overfitting,",Recognizing Textual Entailment in Indonesian Using Individual Biplet Head-Dependent and Multi-Head Attention Mechanism,"Multi-head attention combines several self-attention mechanisms, allowing multiple linear transformations on the input feature matrix and learning text attention representations in different linear transformations (query, key, and value).","[""requires additional methods to capture sequence information.\nBiLSTM can accommodate sequence information, which\nis then used by multi-head attention to learn information\nfrom various dimensions and subspace representations,\nfully capturing long-distance text features. Consequently,\nthe combination of BiLSTM and multi-head attention\ncomplements each other. Enhances the model’s ability to\nanalyze contextually important information compared with\ndifferent attention mechanisms, which tend to have similar"", ""were combined with the Biplets (h-d) from P and H to form\na new sequence. A BiLSTM then learns this sequence of\nBiplets (h-d). These BiLSTM outputs are duplicated three\ntimes to accommodate the multi-head attention input. Multi-\nhead attention combines several self-attention mechanisms,\nallowing multiple linear transformations on the input feature\nmatrix and learning text attention representations in different\nlinear transformations (query, key, and value) [19]. Subse-"", ""BiLSTM to process sequential information while preserving\ndependencies from both preceding and succeeding elements.\nThis architecture processes two sentences, Premise (P) and\nHypothesis (H), transforming them into individual Biplet (h-\nd) representations. This transformation facilitates sentence\nencoding and ensures consistent weighting throughout the\ntraining process.\nThe model combines two separate representations of the\nsentences into a unified vector. This combined vector, which""]",True,"The multi-head attention mechanism allows for multiple linear transformations on the input feature matrix, enhancing the model's ability to learn diverse contextual representations (Referensi 2).","This reference directly discusses the multi-head attention mechanism and its ability to perform multiple linear transformations, which supports the claims made in the source paragraph about the advantages of multi-head attention over single-head attention.",False
93,"rate (FPR) across various clas- sification thresholds. The horizontal axis of an ROC graph represents the FPR, which indicates the proportion of neg- ative instances misclassified as positive. In contrast, the vertical axis represents the TPR, which measures the model’s effectiveness in correctly classifying positive instances. The ROC curves demonstrated that the MHA-CovBi model dis- played exceptional efficacy, achieving an area under the curve (AUC) value of 0.96 for the DS1 dataset and 0.94 for the DS2 dataset, which are both significantly high values that are close to the perfect value of 1.0 and well above the value of 0.5 which indicates random performance. These values indicate that the MHA-CovBi model shows a high discriminatory ability in differentiating between positive",,,"[""medical conditions. Recent advancements have demonstrated\nsignificant potential in addressing both disease-specific chal-\nlenges and real-time clinical applications.\nFor disease-specific multimodal frameworks, RFIA-Net\ncombines convolutional neural networks (CNNs) with Trans-\nformer architectures to classify stage I oesophageal cancer\nimages. This hybrid approach utilizes CNNs for localized\nfeature extraction while leveraging Transformers for global"", ""𝑓𝑐 𝑓𝑐\nand bias of the fully connected (FC) layer. These logits were\nthen forwarded to a sigmoid activation function to generate\nmulti-label predictions with 𝜎(𝑥) sigmoid function applied\nelement-wise to each logit to transforming the values into\nprobabilities between 0 and 1. During training, we applied the\nbinary cross-entropy loss across all labels to supervise\nabnormality detection\nApplying this technique to medical imaging, particularly in\nchest X-ray analysis, we aimed to improve the performance of"", ""(CNN) are supervised learning classification algorithms in\nmachine learning that are suitable for image data because they\nare commonly used to recognize objects. These algorithms are\noften used for clsassification tasks, where the output of an\nimage is a single-class label. However, since the aim of\nmedical image classification is to classify each pixel in the\nimage, a medical image architecture is required, and all CNN\ndesigns are inappropriate for medical image processing. Ad-""]",False,,"None of the retrieved references directly address the evaluation of the MHA-CovBi model's performance using ROC curves or AUC values, which are the main focus of the source paragraph.",False
94,"pre-cancers , gastric cancer lesions , and cervical squamous intraepithelial lesions . The choice between one-stage and two-stage object detec- tion models depends heavily on the specific demands of the task, particularly in medical imaging contexts such as colorectal cancer (CRC), squamous cell carcinoma (SCC), gastric lesions, and polypoid lesions. One-stage detectors, such as YOLO and SSD, excel in speed and computational efficiency, making them ideal for real-time applications. For instance, YOLOv5 demonstrated remarkable performance in CRC detection with nearly perfect metrics—precision (99.071%), recall (98.064%), and mAP (98.8%)—allowing clinicians to analyze colonoscopy videos efficiently during live procedures . SSD also performed well in CRC detection, achieving precision (90.42%) and recall (91.32%), though its mAP (87.5%) was slightly lower than YOLO-",Leveraging Fine-Tuned YOLOv8 with Transfer Learning for Peritoneal Carcinomatosis Detection,"this model shows superior performance with a mean Average Precision (mAP50) of 0.871, precision of 0.893, recall of 0.785, and an F1 score of","[""manufacture [11], and also in the medical field [12].\nYOLO has great potential to improve detection accuracy\nand reduce the time required for image analysis. Pretrained\nfine-tuning allows for the utilization of weights from models\ntrained on large datasets, which are then adapted to specific\ndatasets for particular tasks [13], in this case, PC detection.\nTherefore, the aim of this study is to develop and evaluate a\nPeritoneal Carcinomatosis (PC) detection model using"", ""datasets, can be used to obtain pretrained weights that can be\nfine-tuned into our dataset.\nV. CONCLUSION\nThis research demonstrates that the YOLOv8 model,\nspecifically the YOLOv8m variant, provides excellent results\nin detecting Peritoneal Carcinomatosis (PC) from the used\nlaparoscopic image dataset. By utilizing and fine-tuning the\npre-trained YOLOv8 weights, this model shows superior\nperformance with a mean Average Precision (mAP50) of\n0.871, precision of 0.893, recall of 0.785, and an F1 score of""]",True,"The YOLOv8 model demonstrates superior performance in detecting medical conditions, achieving a mean Average Precision (mAP50) of 0.871, precision of 0.893, and recall of 0.785 (Leveraging Fine-Tuned YOLOv8 with Transfer Learning for Peritoneal Carcinomatosis Detection).","The retrieved reference discusses the performance metrics of the YOLO model in a medical imaging context, which directly supports the claims made in the source paragraph about the effectiveness of YOLO models in detecting cancerous lesions.",False
95,"represents a significant challenge in devel- oping deep learning-based lesion detection models. Various forms of bias, including category imbalance, biases stem- ming from dataset sources, inconsistencies in annotation 1) CATEGORY IMBALANCE IN DATASETS Category imbalance is a recurring issue that can affect a model’s ability to accurately detect minority classes. For instance, the SSPH_WL dataset in highlights an uneven distribution, where adenomas (1048) are significantly more prevalent compared to polyps (381) and cancers (280). This VOLUME 13, 2025 43547 N. Rochmawati et al.: Deep Learning-Based Lesion Detection in Endoscopy: A Systematic Literature Review study mitigated the imbalance by employing LSDA-Loss, which prioritizes minority categories using prior probabili- ties, demonstrating an effective strategy for addressing this challenge. Similarly, the KID dataset",,,[],False,,Tidak ada chunk yang di-retrieve.,False
96,"a ratio of 70-15-15, this study aims to compare respectively. The splitting process was carefully conducted to ensure a balanced class distribution and to avoid any selective tendencies in each data subset. This balanced distribution helps prevent biases in the model's training process and ensures that it learns effectively from all classes of data. The object detection model was trained using the training data, tested using the testing data, and validated using the validation data. The size of the dataset and the split sizes for each dataset are presented in Table I. This research focuses on leveraging the latest YOLO (You Only Look Once) object detection model, specifically YOLOv8, renowned for its exceptional speed and accuracy. The choice of YOLOv8",,,"[""error. The most common error prediction from the two\nmodels is between the 'Healthy' and 'Smallish' classes\nbecause of the small difference between these two classes,\napart from the fact that these two classes have more\nsignificant portions in the dataset.\nThe TIDE toolbox [24] is used to compute the detection\nerror in object detection model performance for in-depth\nTABLE IV. DETECTION ERROR\nBackbone mAP Type cls\n79.590 dAP@50 12.60\nMobileNetV3-Large\n56.369 dAP@75 10.69\n76.042 dAP@50 5.85\nEfficientNetV2-S"", ""provides a comprehensive evaluation of the object detection\nmodel. mAP considers precision and recall values across\nDownloaded on July 14,2025 at 08:18:27 UTC from IEEE Xplore. Restrictions apply.\nTABLE II.\nF1 Score F1\nBackbone\nIoU@50\nResNet50v2 0.682\nResNet101 0.630\nMobileNetV3-Large 0.736\nEfficientNetV2-S 0.805\nTABLE III. PRECISION, RECALL,\nBackbone Metrics Healthy\nPrecision 0.970\nMobileNetV3-Large Recall 0.987\nF1 Score 0.978\nPrecision 0.985\nEfficientNetV2-S Recall 0.968\nF1 Score 0.977"", ""YOLOX [55], and YOLOv9 [32]. To train the object detection\nmodel, this experiment used 36 epochs, 8 batch size, and\nvideo frame resized to 640*640. Other hyperparameters,\nincluding the augmentation setups, follow default recipe from\nthe original paper. For the tracking module, this experiment\nused two tracking algorithms namely ByteTrack [17] and\nSORT [34].\nVOLUME 12, 2024\nFIGURE 7. Video scenes used for testing the proposed framework.\nSimilar to the object detection model, this tracking""]",False,,"None of the retrieved references directly support the claims made in the source paragraph regarding the YOLOv8 object detection model, its training process, or the dataset splitting methodology.",False
97,". This integration can also enable real-time monitoring and detection of potential risks, allowing organizations to proactively address issues and ensure regulation adherence. III. METHODOLOGY III. METHODOLOGY This research uses quantitative methods to investigate the integration of AI in IT governance. It uses COBIT 2019 guidelines as an initial analysis, then extends to further analyze common factors causing delays in software development projects. The analysis identifies variables that cause problems in software development projects and then extends them with machine learning algorithms using feature engineering. This method helps understand the factors influencing project outcomes for better decision-making in IT service delivery. The proposed methodology will utilize machine learning techniques to optimize project completion time. By utilizing machine learning algorithms, the",,,[],False,,Tidak ada chunk yang di-retrieve.,False
98,"weekly. In addition, use the AcMAPE score as a loss function to create a stock price forecasting model. VI. CONCLUSION AND FUTURE WORKS VI. CONCLUSION AND FUTURE WORKS In this paper, we presented quantifying multi-aspect news sentiment with considered time sequence data and then forecasting stock prices next days using sentiment and technical indicators. In feature extraction, a daily confidence score from the classification model is used to quantify sentiment. The active learning model produced a monthly classification model to represent model knowledge. The Transformer Encoder Gated Recurrent Unit (TEGRU) out- performed another Transformer architecture for stock price forecasting on eight stock issuers. The TEGRU model consists of the transformer encoder to learn time series pattern data with multi-head attention",Permuted Temporal Kolmogorov-Arnold Networks for Stock Price Forecasting Using Generative Aspect-Based Sentiment Analysis,"The sentiment of financial news, covering stock, corporate, economic news, and the market, is seen to reflect the stock market.","[""training data has been a method used to forecast stock\nprices [3] to create models for predicting stock trends [4].\nThe sentiment of financial news, covering stock, corporate,\neconomic news, and the market, is seen to reflect the stock\na Creative Commons Attribution 4.0 License.\nhttps://creativecommons.org/licenses/by/4.0/ VOLUME 12, 2024\nA. T. Haryono et al.: pTKANs for Stock Price Forecasting Using Generative ABSA\nmarket [5]. Analyzing sentiment based on various aspects"", ""1) STOCK FORECASTING WITHOUT ABSA SENTIMENT\nUnified stock forecasting uses open, high, low, and close\nprices and volume in previous transactions to predict\nprices one step ahead. Our proposed architecture, pTKAN,\noutperformed the traditional, ML, and other DL in\n6 of 6 metrics evaluations, as shown in Table. 10 The\npTKAN performance has 0.99999 R2, 11.08959 MAE,\nVOLUME 12, 2024\nA. T. Haryono et al.: pTKANs for Stock Price Forecasting Using Generative ABSA\n450.02682 MSE, 0.00143 sMAPE, 0.60539 F1-score,"", ""short-term or long-term forecasting. The TKAN with cell\n178676\nA. T. Haryono et al.: pTKANs for Stock Price Forecasting Using Generative ABSA\nKAN imitated the LSTM architecture to learn sequence\npattern [35].\nIII. PROPOSED METHOD\nThis section elucidates the dataset of news titles and stock\ntransactions, process labeling aspect-sentiment quadruplet,\ngenerative ABSA, sentiment quantifying process, the archi-\ntecture of the forecasting model, evaluations, and experiment""]",True,"The sentiment of financial news is considered to reflect the stock market, which supports the use of sentiment analysis in stock price forecasting models.","The retrieved reference discusses the relevance of sentiment analysis in forecasting stock prices, directly supporting the claim in the source paragraph about using sentiment for stock price prediction.",False
99,"of the dataset, the experimental scenarios, the pro- posed methodology, and the evaluation. Section IV describes the results of experimental research compared to previous studies on both intra-subject and inter-subject validation. Part 5 is the conclusion. II. RELATED WORK II. RELATED WORK Research related to emotion recognition using the DEAP open-source repositories attempts to improve performance accuracy. Intra-subject research has been carried out in many previous studies and obtained accuracy rates above 90%, even up to 99%. According to the existing research, intra- subject accuracy measures are superior to inter-subject accu- racy measures. In inter-subject research, the work is still very rare, resulting in poor performance, using a large number of channels, and often using a very deep architecture for",Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG-Based Emotion Recognition,Inter-subject or cross-subject validation is one of the most difficult aspects of emotion recognition. This type of emotion recognition is extremely unpredictable due to domain shifts between EEG recordings.,"[""EEG-based emotion recognition model (AP-CapsNet) with\nsubject-dependent and cross-subject experiments, achiev-\ning high accuracies of 62.7% and 63.51% in valence and\narousal class. In [59], MTLFuseNet combines VAE and\nGCN/GRU for EEG-based emotion recognition, outperform-\ning state-of-the-art methods with accuracies of 71.33% to\n73.28%. Reference [31] introduces a subject-independent\nor cross-subject approach with Inception-V3 CNN achiev-\ning accuracies of average 90.7%. Reference [60] presents"", ""is predominantly intra-subject or dependent subjects. Inter-\nsubject or cross-subject validation is one of the most difficult\naspects of emotion recognition [18], [19], [20]. This type\nof emotion recognition is extremely unpredictable due to\ndomain shifts between EEG recordings [21], [22], [23], [24],\n[25]. In addition to variability, there is a propensity to utilize\nEEG channels that are sufficiently large to maintain the same\nAttribution-NonCommercial-NoDerivatives 4.0 License."", ""sulates a multifaceted exploration of research pertaining to\nEEG-based emotion recognition. This review encompasses\ntwo distinct categories of articles, each contributing unique\ninsights to the field. First, this study into studies focused\non channel selection methods within EEG signals using the\nDEAP dataset, encompassing a diverse array of techniques\naimed at isolating the most informative channels for emotion\nanalysis. Second, this study explores articles that make use""]",True,Inter-subject or cross-subject validation poses significant challenges in emotion recognition due to the unpredictability stemming from domain shifts in EEG recordings (Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG-Based Emotion Recognition).,"The retrieved reference discusses the difficulties associated with inter-subject validation in emotion recognition, which directly supports the claim in the source paragraph regarding the challenges and performance issues in inter-subject research.",False
100,". The 2D frame sequence research that has used training with various subjects is Chao’s research, which pro- duces 68.28% and 66.73% valence and arousal accuracy performances, respectively. Some inter-subject studies based on 2D images have lower performance measures. Pandey and Seeja researched 2D images of scalograms using 32 channels and frontal channels in the valence and arousal classes . The accuracy perfor- mance obtained for valence and arousal is 59% and 58%, respectively, while with the frontal channel, the accuracy performance is 61% for the valence class and 58% for the arousal class. Another study used the Inception Resnet-V2 architecture for positive and negative emotion classes . These emotions, transformed into the DEAP dataset, are called valence classes. The",Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG-Based Emotion Recognition,"Pandey and Seeja conducted research using CNN architecture, achieving 59% and 59% accuracy for valence and arousal, respectively [28].","[""CNN and spectrogram with 32 channels that achieve 98.3%\nand 96.7% valence and arousal class accuracy, respectively.\nThese papers collectively contribute diverse approaches to\nEEG-based emotion recognition, each demonstrating promis-\ning results in addressing various challenges. A summary of\nthe articles making use of deep learning methods on all\n32 channels has been presented in Table 2.\nIII. MATERIALS AND METHOD\nThe methodology adopted in this study comprises a multi-"", ""EEG-based emotion recognition model (AP-CapsNet) with\nsubject-dependent and cross-subject experiments, achiev-\ning high accuracies of 62.7% and 63.51% in valence and\narousal class. In [59], MTLFuseNet combines VAE and\nGCN/GRU for EEG-based emotion recognition, outperform-\ning state-of-the-art methods with accuracies of 71.33% to\n73.28%. Reference [31] introduces a subject-independent\nor cross-subject approach with Inception-V3 CNN achiev-\ning accuracies of average 90.7%. Reference [60] presents"", ""Some cross-subject studies are based on 2D or 3D forms\nwith 32 channels. Yin et al. [55] presented a 3D cube\nECLGCNN that was based on graphs and had 84% accu-\nracy in the valence class and 85% accuracy in the arousal\nclass. Pandey and Seeja conducted research using CNN\narchitecture, achieving 59% and 59% accuracy for valence\nand arousal, respectively [28]. Using Inception Resnet-V2,\nCimtay and Ekmekcioglu achieved a valence of 72.81%\n[29]. Using 2D frame sequences and BiDCNN, Huang et al.""]",True,Pandey and Seeja achieved 59% accuracy for both valence and arousal using CNN architecture in their research.,"The retrieved reference directly supports the claim in the source paragraph regarding Pandey and Seeja's accuracy results for valence and arousal, making it relevant.",False
